Nomenclature;Année;Type de ligne;Type de budget;Périmètre financier Chorus;Ministère;Programme;Code (programme, action ou sous-action);Libellé Chorus abrégé;Libellé complet;Mission;Type de dépenses;Code article d'éxécution;Section CAS/CCF;Compte CAS/CCF;Id Histo Tango;Code section Chorus
Dépenses_CAS;2023.0;Action apparaissant au PAP/RAP;CAS;BG00;MIN23 Transition écologique et cohésion des territoires;P754;0754-01;EQUIPEMENT CT TRANSPORTS;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;MYE Contrôle de la circulation et du stationnement routiers;Hors Personnel;10.0;7 Circulation et stationnement routiers;740.0;1ACT3596;740-S07
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P113;0113-01;Sites, paysages, pub;Sites, paysages, publicité;MTA Écologie, développement et mobilité durables;Hors Personnel;;;;1ACT900;
Dépenses_BG;2023.0;Sous action apparaissant au PAP/RAP;BG;BG00;MIN70 Armées;P146;0146-08-42;PMS-Proj-A400M;Projeter les forces - Avion de transport futur (A400M);MDA Défense;Hors Personnel;42.0;;;1SSA497;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P177;0177-12-02;Plate-forme de veille soc;Plate-forme de veille sociale : SAO;MVA Cohésion des territoires;Hors Personnel;37.0;;;1NEX8998;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN03 Agriculture et souveraineté alimentaire;P215;0215-04-20;Suivi statistique et scie;Suivi statistique et scientifique du milieu et des ressources halieutiques pour le compte de la communauté européenne - personnel - cofinancement partiel du FEP;MAC Agriculture, alimentation, forêt et affaires rurales;Personnel;77.0;;;1NEX5876;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P302;0302-05;Fiscalité douanière, éner;Fiscalité douanière, énergétique et environnementale;MGA Gestion des finances publiques;Hors Personnel;50.0;;;1ACT2023;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN56 Solidarités, autonomie et personnes handicapées;P157;0157-12-02;ASI;Allocation supplémentaire d'invalidité;MSE Solidarité, insertion et égalité des chances;Hors Personnel;22.0;;;1NEX10813;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN09 Intérieur et outre-mer;P216;0216-01-09;Direction des systèmes d';Direction des systèmes d'information et de communication : personnel;MAB Administration générale et territoriale de l'État;Personnel;35.0;;;1NEX9872;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P129;0129-10-03;Comm. vérif. fonds spéc.;Commission de vérification des fonds spéciaux;MDC Direction de l'action du Gouvernement;Mixte;63.0;;;1NEX7239;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P141;0141-06-05;Enseignement à l'extérieu;Enseignement à l'extérieur de l'EPLE;MEC Enseignement scolaire;Mixte;39.0;;;1NEX1724;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P141;0141-07;Aide à l'insertion profes;Aide à l'insertion professionnelle;MEC Enseignement scolaire;Mixte;40.0;;;1ACT786;
Dépenses_CCF;2023.0;Programme;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P852;852.0;PrêtsÉtatsEtranConsDettes;Prêts à des États étrangers pour consolidation de dettes envers la France;MZE Prêts à des États étrangers;Hors Personnel;;2 Prêts à des États étrangers pour consolidation de dettes envers la France;860.0;1PGM367;860-S02
Dépenses_BG;2023.0;Programme;BG;BG00;MIN10 Justice;P166;166.0;Justice judiciaire;Justice judiciaire;MJA Justice;Mixte;;;;1PGM268;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-01-07;PLS Hors conv Réhabilitat;Parc locatif social - Hors conventions de délégation de compétence - Réhabilitation et amélioration de la qualité de service;MVA Cohésion des territoires;Hors Personnel;13.0;;;1NEX8182;
Dépenses_CAS;2023.0;Action apparaissant au PAP/RAP;CAS;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P743;0743-04;Alloc. anciens supplétifs;Allocations de reconnaissance des anciens supplétifs;MYD Pensions;Hors Personnel;41.0;3 Pensions militaires d'invalidité et des victimes de guerre et autres pensions;780.0;1ACT1245;780-S03
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P140;0140-03-01;Besoins éducatifs particu;Besoins éducatifs particuliers : personnel;MEC Enseignement scolaire;Personnel;20.0;;;1NEX750;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P162;0162-02-22;Mesurer évol. Sit. envir;Mesurer l'évolution de la situation environnementale des milieux et faire appliquer des solutions correctives par l'action réglementaire;MVA Cohésion des territoires;Hors Personnel;22.0;;;1NEX10063;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN12 Services du Premier ministre;P205;0205-02-10;Subventions maritimes;Domaine maritime (subventions);MTA Écologie, développement et mobilité durables;Hors Personnel;29.0;;;1NEX2803;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN02 Culture;P131;0131-02-09;Sout. manuf mét art;Soutien aux manufactures et métiers d'art;MCB Culture;Hors Personnel;48.0;;;1NEX2404;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P177;0177-12-16;Accompagnement vers et da;Accompagnement vers et dans le logement;MVA Cohésion des territoires;Hors Personnel;49.0;;;1NEX9030;
Dépenses_CCF;2023.0;Action apparaissant au PAP/RAP;CCF;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P833;0833-01;Avances sur le montant de;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;MZC Avances aux collectivités territoriales;Hors Personnel;10.0;3 Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;880.0;1ACT1255;880-S03
Dépenses_BG;2023.0;Programme;BG;BG00;MIN01 Europe et affaires étrangères;P370;370.0;"Rest ""biens mal acquis""";"Restitution des ""biens mal acquis""";MAD Aide publique au développement;Hors Personnel;;;;1MD6FVDPJVO;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P195;0195-02;Régime de retraite de la;Régime de retraite de la SEITA;MRB Régimes sociaux et de retraite;Hors Personnel;11.0;;;1ACT1404;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P135;0135-05-06;Observ : études locales;Observation, études et évaluation : études locales;MVA Cohésion des territoires;Hors Personnel;41.0;;;1NEX4122;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN06 Éducation nationale et  jeunesse;P141;0141-03;Enseignement professionne;Enseignement professionnel sous statut scolaire;MEC Enseignement scolaire;Mixte;20.0;;;1ACT780;
Dépenses_BG;2023.0;Action apparaissant au PAP/RAP;BG;BG00;MIN07 Économie, finances et souveraineté industrielle et numérique;P362;0362-02;Biodiversité.lutte art;Biodiversité, lutte contre l'artificialisation;MPR Plan de relance;Hors Personnel;;;;19Z2IVD52DZ;
Dépenses_BG;2023.0;Sous action n'apparaissant PAS au PAP/RAP;BG;BG00;MIN23 Transition écologique et cohésion des territoires;P203;0203-45-03;Autoroutes ferroviaires;Autoroutes ferroviaires;MTA Écologie, développement et mobilité durables;Hors Personnel;52.0;;;1NEX11005;
