Mission;Code Mission;Type Mission;Programme;Libellé Programme;Action;Libellé Action;SousAction;Libellé SousAction;Catégorie;Code Titre;Code Ministère;Libellé Ministère;AE T2 PLF 2023;AE Hors T2 PLF 2023;CP T2 PLF 2023;CP Hors T2 PLF 2023;AE T2 Amendements 2023;AE Hors T2 Amendements 2023;CP T2 Amendements 2023;CP Hors T2 Amendements 2023;AE T2 LFI 2023;AE Hors T2 LFI 2023;AE (T2 + Hors T2) LFI  2023;CP T2 LFI 2023;CP Hors T2 LFI 2023;CP (T2 + Hors T2) LFI  2023;check LFI positive pour le croisement action/sous-action catégorie de cette ligne;"check
 AE = CP en T2"
Investir pour la France de 2030;AV;BG;421.0;Soutien des progrès de l'enseignement et de la recherche;02;Programmes prioritaires de recherche;;;64.0;4.0;12.0;Services du Premier ministre;0.0;0.0;0.0;27000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;193.0;Recherche spatiale;03;Développement de la technologie spatiale au service de la recherche en sciences de l'information et de la communication;;;32.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;33438189.0;0.0;33438189.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;354.0;Administration territoriale de l'État;01;Coordination de la sécurité des personnes et des biens;;;22.0;4.0;9.0;Intérieur et outre-mer;73030860.0;0.0;73030860.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;109.0;Aide à l'accès au logement;02;Information relative au logement et accompagnement des publics en difficulté;;;64.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;9300000.0;0.0;9300000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;147.0;Politique de la ville;01;Actions territorialisées et Dispositifs spécifiques de la politique de la ville;;;64.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;354475330.0;0.0;354475330.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;354.0;Administration territoriale de l'État;05;Fonctionnement courant de l'administration territoriale;;;23.0;4.0;9.0;Intérieur et outre-mer;3269469.0;0.0;3269469.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Plan de relance;PR;BG;363.0;Compétitivité;05;Culture;;;51.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;0.0;0.0;10000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Financement des aides aux collectivités pour l'électrification rurale;YK;CAS;793.0;Électrification rurale;04;Extension des réseaux;;;64.0;4.0;43.0;Transition énergétique;0.0;30000000.0;0.0;30000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Conseil et contrôle de l'État;CA;BG;165.0;Conseil d'État et autres juridictions administratives;02;Fonction juridictionnelle : Cours administratives d'appel;;;21.0;4.0;12.0;Services du Premier ministre;38433621.0;0.0;38433621.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;174.0;Énergie, climat et après-mines;06;Soutien;;;31.0;4.0;43.0;Transition énergétique;0.0;1350765.0;0.0;1350765.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Financement des aides aux collectivités pour l'électrification rurale;YK;CAS;793.0;Électrification rurale;08;Fonctionnement;;;31.0;4.0;43.0;Transition énergétique;0.0;300000.0;0.0;300000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;102.0;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;53.0;4.0;36.0;Travail, plein emploi et insertion;0.0;17000000.0;0.0;17000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;155.0;Conception, gestion et évaluation des politiques de l'emploi et du travail;09;Systèmes d'information;;;31.0;4.0;36.0;Travail, plein emploi et insertion;0.0;43909677.0;0.0;39407643.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;176.0;Police nationale;01;Ordre public et protection de la souveraineté;01;Ordre public et protection de la souveraineté - Administration centrale et cabinets;21.0;4.0;9.0;Intérieur et outre-mer;46299437.0;0.0;46299437.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Santé;SA;BG;204.0;Prévention, sécurité sanitaire et offre de soins;19;Modernisation de l'offre de soins;;;31.0;4.0;35.0;Santé et prévention;0.0;3802471.0;0.0;3802471.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;214.0;Soutien de la politique de l'éducation nationale;06;Politique des ressources humaines;;;22.0;4.0;6.0;Éducation nationale et  jeunesse;237608439.0;0.0;237608439.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;04;Politique immobilière;;;31.0;4.0;70.0;Armées;0.0;103791937.0;0.0;107891804.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Publications officielles et information administrative;XJ;BA;624.0;Pilotage et ressources humaines;01;Pilotage, modernisation et activités numériques;;;51.0;4.0;12.0;Services du Premier ministre;0.0;3287000.0;0.0;2197000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;156.0;Gestion fiscale et financière de l'État et du secteur public local;03;Fiscalité des particuliers et fiscalité directe locale;;;52.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;13600000.0;0.0;16700000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";01;Commandement des armées;23.0;4.0;70.0;Armées;464667.0;0.0;464667.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;09;Action informatique ministérielle;;;21.0;4.0;10.0;Justice;35473935.0;0.0;35473935.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;08;Projection - mobilité - soutien;56;Maintenir le potentiel ami et autre - Flotte logistique;31.0;4.0;70.0;Armées;0.0;0.0;0.0;129604.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;150.0;Formations supérieures et recherche universitaire;13;Diffusion des savoirs et musées;;;32.0;4.0;38.0;Enseignement supérieur et recherche;0.0;106492999.0;0.0;106492999.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;302.0;Facilitation et sécurisation des échanges;03;Préservation de la sécurité et de la sûreté de l'espace national et européen;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;67041554.0;0.0;67041554.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Sécurités;SB;BG;161.0;Sécurité civile;11;Prévention et gestion de crises;;;61.0;4.0;9.0;Intérieur et outre-mer;0.0;50000.0;0.0;50000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Culture;CB;BG;175.0;Patrimoines;03;Patrimoine des musées de France;;;63.0;4.0;2.0;Culture;0.0;23160000.0;0.0;23160000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Administration générale et territoriale de l'État;AB;BG;232.0;Vie politique;03;Commission nationale des comptes de campagne et des financements politiques;;;21.0;4.0;9.0;Intérieur et outre-mer;3860273.0;0.0;3860273.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;04;Délégation à l'Information et la Communication de la Défense;23.0;4.0;70.0;Armées;32060.0;0.0;32060.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;220.0;Statistiques et études économiques;08;Information économique, démographique et sociale;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;75009203.0;0.0;75009203.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;08;Projection - mobilité - soutien;51;Assurer la mobilité - FTLT;31.0;4.0;70.0;Armées;0.0;29562667.0;0.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Conseil et contrôle de l'État;CA;BG;165.0;Conseil d'État et autres juridictions administratives;07;Cour nationale du droit d'asile;;;22.0;4.0;12.0;Services du Premier ministre;16781022.0;0.0;16781022.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Immigration, asile et intégration;IA;BG;303.0;Immigration et asile;02;Garantie de l'exercice du droit d'asile;;;64.0;4.0;9.0;Intérieur et outre-mer;0.0;1473052732.0;0.0;843271970.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;181.0;Prévention des risques;09;Contrôle de la sûreté nucléaire et de la radioprotection;;;23.0;4.0;23.0;Transition écologique et cohésion des territoires;201433.0;0.0;201433.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;113.0;Paysages, eau et biodiversité;01;Sites, paysages, publicité;;;62.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;12352.0;0.0;12734.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;174.0;Énergie, climat et après-mines;02;Accompagnement transition énergétique;;;31.0;4.0;43.0;Transition énergétique;0.0;23000000.0;0.0;23000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;58;"Logistique et soutien interarmées - Personnel travaillant pour le programme ""Préparation et emploi des forces""";02;Logistique et soutien interarmées / CICoS;23.0;4.0;70.0;Armées;183529.0;0.0;183529.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;67;Pilotage, soutien et communication - dépenses de personnel des cabinets et des organismes rattachés / RH;07;Direction de la Protection des Installations, moyens et activités de la Défense;22.0;4.0;70.0;Armées;1541097.0;0.0;1541097.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Avances à l'audiovisuel public;ZD;CCF;842.0;ARTE France;01;ARTE France;;;71.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;303464377.0;0.0;303464377.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;166.0;Justice judiciaire;03;Cassation;;;21.0;4.0;10.0;Justice;43770386.0;0.0;43770386.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;178.0;Préparation et emploi des forces;05;Logistique et soutien interarmées;84;Service interarmées des munitions;51.0;4.0;70.0;Armées;0.0;3283526.0;0.0;3023863.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;182.0;Protection judiciaire de la jeunesse;04;Formation;;;22.0;4.0;10.0;Justice;12077780.0;0.0;12077780.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Plan de relance;PR;BG;362.0;Écologie;01;Rénovation énergétique;;;61.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;0.0;0.0;208000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;139.0;Enseignement privé du premier et du second degrés;03;Enseignement en collège;;;23.0;4.0;6.0;Éducation nationale et  jeunesse;15599583.0;0.0;15599583.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;140.0;Enseignement scolaire public du premier degré;03;Besoins éducatifs particuliers;;;31.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;4540873.0;0.0;4540873.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;141.0;Enseignement scolaire public du second degré;04;Apprentissage;;;21.0;4.0;6.0;Éducation nationale et  jeunesse;4092747.0;0.0;4092747.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;30;Communiquer - Cyber;31.0;4.0;70.0;Armées;0.0;13711200.0;0.0;42897434.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Agriculture, alimentation, forêt et affaires rurales;AC;BG;149.0;Compétitivité et durabilité de l'agriculture, de l'agroalimentaire et de la forêt;24;Gestion équilibrée et durable des territoires;;;51.0;4.0;3.0;Agriculture et souveraineté alimentaire;0.0;798331.0;0.0;798331.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Anciens combattants, mémoire et liens avec la Nation;MB;BG;158.0;Indemnisation des victimes des persécutions antisémites et des actes de barbarie pendant la seconde guerre mondiale;02;Indemnisation des victimes d'actes de barbarie durant la seconde guerre mondiale;;;31.0;4.0;12.0;Services du Premier ministre;0.0;91353.0;0.0;91353.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;03;Solidarité;36;Institution nationale des invalides : subventions;32.0;4.0;70.0;Armées;0.0;13705000.0;0.0;13705000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;04;Politique immobilière;;;51.0;4.0;70.0;Armées;0.0;602231204.0;0.0;461564341.0;0.0;43200000.0;0.0;2800000.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;27;Commission de régulation de l'énergie (CRE);;;21.0;4.0;23.0;Transition écologique et cohésion des territoires;11535313.0;0.0;11535313.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;220.0;Statistiques et études économiques;06;Action régionale;;;31.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;623120.0;0.0;623120.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Solidarité, insertion et égalité des chances;SE;BG;304.0;Inclusion sociale et protection des personnes;16;Protection juridique des majeurs;;;64.0;4.0;56.0;Solidarités, autonomie et personnes handicapées;0.0;801865494.0;0.0;801865494.0;0.0;23748420.0;0.0;23748420.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;02;Activité normative;;;21.0;4.0;10.0;Justice;18383330.0;0.0;18383330.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Action extérieure de l'État;AA;BG;105.0;Action de la France en Europe et dans le monde;05;Coopération de sécurité et de défense;;;23.0;4.0;1.0;Europe et affaires étrangères;198166.0;0.0;198166.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;23.0;4.0;12.0;Services du Premier ministre;965676.0;0.0;965676.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Économie;DB;BG;134.0;Développement des entreprises et régulations;24;Régulation concurrentielle des marchés, protection économique et sécurité du consommateur;;;64.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;5885369.0;0.0;5885369.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;141.0;Enseignement scolaire public du second degré;07;Aide à l'insertion professionnelle;;;63.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;424615.0;0.0;424615.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Conseil et contrôle de l'État;CA;BG;164.0;Cour des comptes et autres juridictions financières;28;Gouvernance des Finances publiques;;;21.0;4.0;12.0;Services du Premier ministre;880140.0;0.0;880140.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Recherche et enseignement supérieur;RA;BG;172.0;Recherches scientifiques et technologiques pluridisciplinaires;01;Pilotage et animation;;;32.0;4.0;38.0;Enseignement supérieur et recherche;0.0;124785028.0;0.0;124785028.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Action extérieure de l'État;AA;BG;151.0;Français à l'étranger et affaires consulaires;02;Accès des élèves français au réseau AEFE;;;61.0;4.0;1.0;Europe et affaires étrangères;0.0;105750000.0;0.0;105750000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;205.0;Affaires maritimes, pêche et aquaculture;02;Emplois et formations maritimes;;;61.0;4.0;12.0;Services du Premier ministre;0.0;937500.0;0.0;937500.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Plan de relance;PR;BG;363.0;Compétitivité;03;Plan de soutien à l'export;;;62.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;0.0;0.0;0.0;8000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Travail et emploi;TB;BG;102.0;Accès et retour à l'emploi;02;Amélioration des dispositifs en faveur de l'emploi des personnes les plus éloignées du marché du travail;01;Insertion dans l'emploi au moyen de contrats aidés;32.0;4.0;36.0;Travail, plein emploi et insertion;0.0;63000000.0;0.0;63000000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Action extérieure de l'État;AA;BG;105.0;Action de la France en Europe et dans le monde;04;Contributions internationales;;;64.0;4.0;1.0;Europe et affaires étrangères;0.0;707469304.0;0.0;707469304.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Anciens combattants, mémoire et liens avec la Nation;MB;BG;169.0;Reconnaissance et réparation en faveur du monde combattant, mémoire et liens avec la Nation;03;Solidarité;33;Indemnités, pécules et frais de voyages sur les tombes;61.0;4.0;70.0;Armées;0.0;50000.0;0.0;50000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;205.0;Affaires maritimes, pêche et aquaculture;02;Emplois et formations maritimes;;;31.0;4.0;12.0;Services du Premier ministre;0.0;6560041.0;0.0;2794759.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;205.0;Affaires maritimes, pêche et aquaculture;05;Soutien et systèmes d'information;;;52.0;4.0;12.0;Services du Premier ministre;0.0;744681.0;0.0;744681.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Outre-mer;OA;BG;123.0;Conditions de vie outre-mer;02;Aménagement  du territoire;;;63.0;4.0;9.0;Intérieur et outre-mer;0.0;195287266.0;0.0;139140640.0;0.0;500000.0;0.0;500000.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;129.0;Coordination du travail gouvernemental;02;Coordination de la sécurité et de la défense;;;51.0;4.0;12.0;Services du Premier ministre;0.0;138807473.0;0.0;117542646.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;203.0;Infrastructures et services de transports;47;Fonctions support;;;31.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;19729076.0;0.0;19729076.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";05;EMA / Relations internationales militaires / PPE;23.0;4.0;70.0;Armées;224357.0;0.0;224357.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;64;"Pilotage, soutien  -  Personnel travaillant pour l'action "" Pilotage, soutien """;07;Personnel de l'action sociale;22.0;4.0;70.0;Armées;25751802.0;0.0;25751802.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;380.0;Fonds d'accélération de la transition écologique dans les territoires;01;Performance environnementale;;;63.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;505000000.0;0.0;126250000.0;0.0;176666667.0;0.0;44166667.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;166.0;Justice judiciaire;08;Support à l'accès au droit et à la justice;;;21.0;4.0;10.0;Justice;9535590.0;0.0;9535590.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;08;Politique culturelle et éducative;01;Actions culturelles et mise en valeur du patrimoine;61.0;4.0;70.0;Armées;0.0;220000.0;0.0;220000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Justice;JA;BG;310.0;Conduite et pilotage de la politique de la justice;03;Évaluation, contrôle, études et recherche;;;23.0;4.0;10.0;Justice;54416.0;0.0;54416.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;141.0;Enseignement scolaire public du second degré;09;Formation continue des adultes et validation des acquis de l'expérience;;;64.0;4.0;6.0;Éducation nationale et  jeunesse;0.0;3700000.0;0.0;3700000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;178.0;Préparation et emploi des forces;03;Préparation des forces navales;11;Infrastructures maritimes;51.0;4.0;70.0;Armées;0.0;378220090.0;0.0;276706860.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Enseignement scolaire;EC;BG;214.0;Soutien de la politique de l'éducation nationale;01;Pilotage et mise en oeuvre des politiques éducatives;;;22.0;4.0;6.0;Éducation nationale et  jeunesse;168943211.0;0.0;168943211.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Cohésion des territoires;VA;BG;162.0;Interventions territoriales de l'État;13;Plan Sargasses II;;;64.0;4.0;12.0;Services du Premier ministre;0.0;5070000.0;0.0;5070000.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Défense;DA;BG;212.0;Soutien de la politique de la défense;50;"Recherche et exploitation du renseignement intéressant la sécurité de la France - Personnel travaillant  pour le programme ""Environnement et prospective de la politique de défense""";01;Renseignement extérieur;22.0;4.0;70.0;Armées;172085844.0;0.0;172085844.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Direction de l'action du Gouvernement;DC;BG;308.0;Protection des droits et libertés;02;Commission nationale de l'informatique et des libertés;;;21.0;4.0;12.0;Services du Premier ministre;15777680.0;0.0;15777680.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Action extérieure de l'État;AA;BG;105.0;Action de la France en Europe et dans le monde;02;Action européenne;;;64.0;4.0;1.0;Europe et affaires étrangères;0.0;122280246.0;0.0;122280246.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Relations avec les collectivités territoriales;RC;BG;119.0;Concours financiers aux collectivités territoriales et à leurs groupements;06;Dotation générale de décentralisation concours particuliers;;;63.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;265516651.0;0.0;265516651.0;0.0;66452.0;0.0;66452.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;27;Commission de régulation de l'énergie (CRE);;;22.0;4.0;23.0;Transition écologique et cohésion des territoires;4316328.0;0.0;4316328.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Écologie, développement et mobilité durables;TA;BG;159.0;Expertise, information géographique et météorologie;10;Gouvernance, évaluation, études et prospective en matière de développement durable;;;31.0;4.0;23.0;Transition écologique et cohésion des territoires;0.0;11802162.0;0.0;11802162.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
Gestion des finances publiques;GA;BG;156.0;Gestion fiscale et financière de l'État et du secteur public local;09;Soutien;;;21.0;4.0;7.0;Économie, finances et souveraineté industrielle et numérique;704330205.0;0.0;704330205.0;0.0;0.0;0.0;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0
